658493559d1839d14babfbbf9dd16bf03a530474##Swifty##2024-12-20##fix(store): Fixing add agent to library (#9098)
6025506caec0b44d43c7f91f25ad90f392c5e544##Abhimanyu Yadav##2024-12-20##feat(store) : add new model and prompt in image generation (#9099)
54f8d3b4dd618313dab432fc1770f5db7e32239d##Aarushi##2024-12-20##blocks(exa): Add more Exa blocks (#9097)
a8339d0748f3e929caf99adadafe4847a7f88f79##Swifty##2024-12-20##fix(store): Sanitize username and Agent Name in URLs (#9096)
4cc8616c02584105d5c4b032bc9a4ccb29e7198a##Abhimanyu Yadav##2024-12-20##feat(store) : Small UI changes on marketplace (#9094)
44722c4b39fdfb7052e677b1d4933320a53d7873##Swifty##2024-12-20##fix(store): remove debug logging of requests (#9093)
e33864f5edb30c27f07a37639d7bc6d4f8947b23##SwiftyOS##2024-12-20##fix(store): fmt
d3e1319eb3c37803da138737417d39cca8baadf5##Swifty##2024-12-20##fix(store): Increase the margin below featured section (#9092)
ddac69e0f12c9abde3ac75d5cb05bcbd623de8f5##Nicholas Tindle##2024-12-20##feat: swap context menu for dropdown to fix three dots doing nothing (#9091)
1fb9c8c37fa900a959782429e962a4a79e8f2c5f##Aarushi##2024-12-19##fix(store): Display error toast messaging on creator popup (#9078)
71310a1b49068c7acd72c70b1fc1ea82e199dedc##Aarushi##2024-12-19##fix(frontend): Make clickable area bigger (#9080)
8e634d7bc36000229559fdb4408365f04dedfc42##Swifty##2024-12-19##feat(store): Generate AI images for store submissions (#9090)
d028f5bd399dfa56b0c0af2545d20829a4900421##Swifty##2024-12-19##fix(store): "Publish an Agent" flow has a missing default image (#9089)
ca91754bc6f7b57231016ca1b36fe4227cf90f5a##Swifty##2024-12-19##fix(store): Make username case insensitive (#9088)
8ca80e05a986cbe48af568762f339106d08203e9##Krzysztof Czerwinski##2024-12-19##fix(frontend): Disable agent save button when saving or running (#9077)
4f15da99f9a93b876f61c28c5c53f0bf1be850c1##Bently##2024-12-19##feat(frontend) Remove "credentials" from export & import of agents (#9081)
